contents,model_names,skip_content,attention,no_brand,id,method,url,total_pages
Sáp wax lông,"300g, 300gr, 300gam, 300","combo, nồi",dont,0,sap_vun,may_love,https://shopee.vn/you_may_also_like/119096090/23819299999/100630?pageNumber=2&upstream=,50
